코드,자격증명
4150300,유도
4150400,ALU
4150500,글짓기지도자격증
4150600,포토샵
4150601,일러스트포토샵
4150602,ACA포토샵
4150603,일러스트스페셜리스트
4150604,kips포토샵
4150700,MR(제약관련)
4150800,기독교교육
4150900,비쥬얼산업기사
4151000,수상안전관리자
4151100,특허검색사
4151200,성형기사
4151300,지도자자격증
4151400,KORAS인증기술
4151500,CDCS
4151600,조사요원
4151700,운영전문인력
4151900,축구심판
4152000,고령치매치료자격증
4152100,보험관리사
4152101,보험판매인
4152102,FC
4152103,생명보험판매사
4152104,보험설계사
4152105,보험판매관리사
4152106,변액보험판매관리사
4152200,보육시설장자격증
4152300,원예치료사
4152400,AKLU(언더라이팅)
4152600,수영심판
4152900,MCITP
4153000,대한사회교육원
4153100,아로마테라피관리
4153200,NLCID
4153300,보트
4153400,경락
4153500,홈페이지관리사
4153600,PCNA
4153700,OCFF(IT벤더)
4153800,아쿠아로빅
4153900,영유아문학
4154000,수상동력
4154100,수익증권투자방법
4154101,증권투자상담사
4154200,발도로프(인형)강사
4154400,MACS
4154600,신용장전문가
4154700,동물간호복지사
4154800,식품위생관리사
4154900,법무관리사
4155000,배구기술지도자격증
4155200,스쿼시경기지도사
4155300,발관리(발마사지)
4155400,음악CD제작
4155500,체육실기교사
4155700,전산응용건축재료기능사
4155800,무도
4155900,산업짐수기능사
4156000,스키준지도원자격증
4156100,CA강사
4156200,크레인검사원
4156400,패러글라이딩
4156500,훈육지도자격증
4156600,중요무형문화재
4156700,탁구심판
4156800,조향사
4156900,디자인실기교사
4157000,애완동물관리사
4157100,RTQ
4157200,범죄심리사
4157300,ADHD아동상담전문가
4157400,한약재품질관리사
4157500,제약영업
4157600,송전전기원
4157601,송전활선원
4157700,치료레크리에이션
4157800,항공면장
4157900,수지침
4158000,위험물운송자격증
4158100,리럭스마스터
4158200,트리즈
4158300,HP-CSA
4158400,ATC(오토캐드)
4158410,텍스타일캐드
4158500,진단평가사
4158600,투자권유대행인
4158700,의료공학자격증
4158800,실버라이센스지도자
4158900,산업경영
4159000,휴대폰수리자격증
4159100,재무보험자격
4159200,재산보험
4159300,목사
4159500,순수미술
4159600,경영심판자격증
4159700,고유수용성신경근촉진법(PNF)
4159800,에너지관리기사
4159900,플래쉬
4160000,스키강사
4160001,스키지도자
4160100,유아성장마사지
4160200,인터넷중독
4160201,인터넷중독전문상담사
4160202,인터넷중독예방강사
4160300,CCS(네트워크)
4160500,음악특기적성지도사
4160600,마인드맵지도자
4160700,애견훈련사
4160701,공인훈련사
4160702,애견핸들링
4160800,한약도매관리사
4160900,컴퓨터H/W관련자격
4161000,조리교사자격
4161100,기술거래사
4161200,척추교정
4161201,scoliosis(척추측만증)method
4161202,추나요법
4161203,척추교정치료사
4161204,카이로프랙틱
4161300,유아무용
4161400,농구심판
4161500,냉동시설안전관리자
4161800,TEE(영어전용교사)
4161900,스카우트지도자
4162000,손해보험취급자격
4162100,정보소양인증
4162200,바이오융합
4162300,유아레크리에이션
4162400,한약감별사
4162500,지역가치평가사
4162600,라이노3D(Rhino3D)
4162700,감리사
4162800,스포츠경영관리사
4163000,특공무술
4163100,채권관리사
4163200,JNCIS(주니퍼/외국자격증)
4163400,전기감리사
4163500,실버레크리에이션자격증
4163600,금융투자분석사
4163700,홀랜드자격증
4163800,다이어트프로그래머
4163900,품질경영시스템심사원보
4164000,국제투자분석사(K-CIIA)
4164100,검색광고전문가
4164101,오버추어(overture)전문가자격증
4164102,네이버검색광고전문가
4164300,운송현장관리
4164400,미국손해보험언더라이터(CPCU)
4164600,국회투어리스트자격증
4164700,기업자금관리사
4164800,재선기능사
4164900,용무도단증
4165000,킥복싱단증
4165100,배전기능자격증
4165200,국제인사자격증(PHR/SPHR)
4165400,국제인체측정사
4165500,ATAP
4165600,SASPMM컨설턴트
4165700,스피닝
4165701,재키스피닝
4165800,림프마사지
4165900,언어사고력지도사(중앙일보교육법인발급)
4166100,스노우보드자격증
4166200,인재파견지도사
4166300,체스자격증
4166400,수중촬영전문가자격증
4166600,장애인스포츠지도자
4166700,AHLA(미국호텔협회)호텔리어자격증
4166900,컨벤션기획사
4167000,건축초급
4167100,웹프로그래머자격(WPC)
4167200,솔리드웍스(soldidworks:CSWA)
4167300,3DMAX
4167400,"SQL전문가(SQLP,SQLD포함)"
4167401,웹프로그래머자격(WPC)
4167402,솔리드웍스(soldidworks)
4167500,컴퓨터프로그래머인증검정(CPQ)
4167501,컴퓨터프로그래머자격증
4167600,에스페란토어자격인증
4167700,호크마지도사
4167800,소셜네트워크전문강사
4167801,SNS전문강사
4167900,가정폭력지도사
4168000,게임놀이지도사
4168100,고객관리지도자
4168200,군견훈련사
4168300,대체의학지도자
4168400,경기지도자(대한체육회)
4168500,미디어교육지도사
4168600,성교육강사
4168700,아뜨리에스타
4168701,아동미술교육전문가
4168800,알콜중독상담지도사
4168900,양궁지도자
4169000,자전거교육지도자
4169100,천문지도사
4169200,마약상담사
4169300,산업조직심리사
4169400,중독상담사
4169500,실내원예조경사
4169600,실용음악강사
4169700,아마데우스클래스음악지도사
4169800,컬러리스트
4169801,컬러코디네이터
4169900,화훼장식
4169901,플로리스트
4169902,화훼장식기능사
4170000,칠공예
4170001,칠공예기능사
4170002,칠기기능사
4170100,국제회계관리사
4170101,IFRS관리사
4170200,afpc
4170300,공제모집인(상담사)
4170301,수협공제모집인
4170400,부동산경매
4170401,부동산경매분석사
4170402,부동산경매사
4170500,AKLU
4170501,생명보험 언더라이터(CKLU/AKLU/FKLU)
4170600,부동산권리분석사
4170700,회계실무사
4170800,BLS(심폐소생술)
4170801,BLSprovider
4170802,BLSinstructor
4170803,"심폐소생술(CPR, KALS)"
4170804,CPR
4170805,CPCR
4170900,공시전문인
4171000,기기분석사
4171100,보바스
4171200,산소처치강사
4171300,예술치료사
4171301,예술심리치료사
4171400,중추신경계발달재활치료
4171500,진폐정도관리
4171600,콘텍트렌즈인증자격
4171700,보조공학사
4171800,스포츠복지사
4171900,의료사회복지사
4172000,직업재활사
4172100,학교사회복지사
4172200,데코레이션(제과/제빵)
4172210,푸드카빙데코레이션
4172300,콜매니저
4172400,전기차량운전면허
4172500,tab
4172600,VMD
4172700,발관리사
4172800,스킨케어
4172900,장례메이크업
4173000,헤나
4173100,헤어컬러리스트
4173200,무대예술전문인
4173300,항공무선통신사
4173400,선수트레이너자격인증(KATA)
4173500,골프프로자격증
4173501,KPGA
4173502,PGA
4173503,골프세미프로자격증
4173600,게이트볼심판자격증
4173700,권투프로자격증
4173800,운동사(대한운동사협회)
4173900,레저관리사
4174000,래프팅가이드
4174100,밸런스테이핑
4174200,보치아심판자격증
4174300,멘탈트레이너
4174400,비만관리사
4174401,비만관리트레이너
4174500,수상스키강사
4174600,스웨디시
4174700,스포츠마사지&테이핑요법사
4174800,양궁심판자격증
4174900,태보강사자격증
4175000,공수도
4175100,운동처방사
4175200,조정면허
4175300,줄다리기심판자격증
4175400,타이마사지
4175500,ISO9001인증심사원
4175600,밸리데이션
4175700,자동차사정사
4175800,자동차전문평가사
4175900,품질관리담당자(QC)
4176000,육상무선통신사
4176100,특허기술경영사(PMOT)
4176101,특허기술경영사
4176102,특허기술관리사
4176200,마술사자격증
4176300,이벤트프로듀서
4176400,프로게이머자격증
4176500,프로젝트관리전문가(PMP)
4176600,문화관광해설사
4176601,과학해설사
4176700,화재진화사
4176800,철도운행안전관리자
4176900,일반시설장
4177000,승강기안전관리자
4177100,스포츠센터관리사
4177200,가스사용시설안전관리자
4177300,사업장안전보건강사자격증
4177400,인디자인
4177500,OHSAS18001심사원
4177600,무역관리사
4177700,문화교육사
4177800,미디어중독예방교육사2급
4177900,숲해설가
4178000,역도심판
4178100,저작권관리사
4178200,MYC피아노플래너
4178400,모델지도사
4178500,세계사지도자
4178600,영유아발달지도사
4178700,오크렐라강사
4178800,중권투자상담사
4178900,플라잉디스크4급
4179000,민간자격(비등록)/KOICA/국제개발협력전문가(일반분야/사업관리분야)/ODA
4179100,층간소음관리사
4179200,"동물매개치료사,동물심리치료사,동물심리매개사"
4179300,RHCSA
4179400,primaverabasic
4179500,의료기기RA전문가
4179600,CSTS
4179700,인지치료사
4179800,육상심판
4179801,장애인육상심판
4179900,인터넷윤리
4180000,ADSP(데이터분석준전문가)
4180100,PR어드밴처2급
4180200,HRM전문가
4180300,태권로빅
4180400,수의테크니션
4180500,FAT
4180600,ISO/ICE27001(정보보호관리체계)
4180700,푸드아트심리상담사
4180900,노후설계지도사
4181000,문예창작지도사
4181100,젤리플라워
4181200,BIM운용전문가
4181201,BIM모델러
4181300,도예심리상담사
4181400,승마지도사
4181500,특수감각통합교육사
4181600,자전거정비사
4181700,기록물관리전문요원
4181800,집중력지도사
4181900,수입관리사
4182000,기술사업화전문코디네이터
4182100,사물인터넷(IOT)능력검정
4182200,라떼아트
4182300,TTCT/창의력심리검사전문가
4182400,우쿨렐레지도자
4182401,한국유아우쿨렐레전문지도자
4182500,연구장비전문가
4182600,3D시뮬레이션실무능력자격
4182700,3D프린터운용기술자격
4182800,경영빅데이터관리사
4182900,통계적공정관리전문가
4183000,GMP기술인
4183100,외식경영관리사
4183200,방사선카운슬러
4183300,치매예방관리사
4183400,인지재활심리사
4183500,연극심리상담사
4183600,감각재활사
4183700,핸드볼심판
4183800,웨이크보드강사
4183900,테니스코칭자격증
4184000,일반심리사
4185000,생태유아교사
4186000,반려동물장례지도사
4187000,직업능력평가사
4188000,드론정비사
4188001,드론지도사
4189000,성희롱예방교육강사자격증
4190000,코딩교육전문가
4190001,코딩지도사
4191000,안전관리지도사
4192000,ISO14001내부심사원
4193000,고전머리디자인
4193100,케이크디자이너
4193200,생존수영강사
4193300,기업경영분석사(BMA)
4193400,청소년학습코칭(TLC)
4193500,세일즈매니저
4193600,동물병원코디네이터
4193700,검색광고마케터
4193800,빈야사요가지도자
4193900,여행사operator실무능력
4194000,반려동물행동교정사
4194100,3D프린팅마스터
4194200,3D프린팅전문교강사
4194300,GTQi(그래픽기술자격 일러스트)  
4194400,DCS
4194500,에어서비스리더
4194600,에어브러쉬
4194700,업스타일디렉터
4194800,유소년스포츠지도사
4194900,메르시바디필라테스지도자
4195000,가공배전전공
4195100,복지원예사
4195200,아동피아노교수법지도사
4195300,통신판매사
4195400,금융NCS
4195500,퓨전떡요리지도자
4195600,홈카페마스터
4195700,인문학지도사
4195800,예술융합교육지도사
4195900,브루마스터
4196000,이미지메이킹
4196100,유소년체육지도사
4196200,CS리더스
4196300,빅데이터전문가
4196400,뷰티분장사
4196500,SNS마케팅전문가
4196600,전산회계
4196700,반려동물관리사
4196800,뇌건강지도사
4196900,전산세무
4197000,소비트렌드전문가
4197100,화장품전문가
4197400,의학용어능력시험
4197500,의학용어능력인증
4197600,철도전기신호기능사
4197700,펀드투자상담사
4197800,변전전기원기능
4197900,베이커리위생관리사
4198000,증권투자권유자문인력
4198100,파생상품투자권유자문인력
4198200,증권투자권유대행인
4198300,마케팅전문가
4198400,생산현장관리사
4198500,식품법무실무능력
4198600,사법통역사
4198700,KLPGA(골프)
4198800,정리정돈지도사
4198900,유아숲지도사
4199000,펀드투자권유대행인
4199100,비즈니스엑셀
4199200,뉴스포츠지도사
4199300,퇴직연금제도모집인
4199400,글로벌패션MD
4199500,컴퓨터사무정보처리사
4199600,치어리딩심판
4199700,스포츠클럽치어리딩지도사
4199800,반려동물종합관리사
4199900,문화예술사
4200000,건강보험사
4200100,정리수납전문가
4200200,디지털마케팅전문가
4200300,로스팅마스터
4200400,퍼스널이미지디렉터
4200500,특허정보분석사
4200600,기능성정밀화학제품제조(NCS)
4200700,ADP(데이터분석전문가)
4200800,감각운동지도사
4200900,kgf(한국골프연맹)
4201000,검도 단증
4201100,자산관리사
4201200,비즈니스중국어시험(BCT)
4201300,3D펜코딩융합과학지도사
4201400,커피지도사
4201500,한국사급수인증
5000100,3-WIZARD
5000200,4GLDeveloper
5000300,컬러코디네이터
5000400,A+
5000500,ABAP
5000501,SAPR/3컨설턴트
5000600,ABS(선급국제용접)
5000601,FCAWQ2
5000700,ACE
5000800,ACS
5000900,ACTP
5001000,AFC(아시아축구연맹공인지도자자격)
5001100,BC2007
5001200,AICPA
5001300,AP(미국공인선물중개인)
5001400,오라클주관앱개발
5001401,Application
5001402,AppsDevR1
5001403,AppsDevR2
5001500,ESDControlEngineer/Associate
5001700,ARM(미국공인위험관리사)
5001800,AS-400
5001900,compaq주관ASE(시스템엔지니어인증)pro자격증
5001901,ASEProInternet-Intranet
5001902,ASEProOracle
5001903,ASEProSQLServer
5002200,BSCM
5002300,CambridgeFCE
5002400,CATIA
5002500,시스코네트워크운용및디자인
5002501,CCDA
5002502,CCDP
5002503,CCIE
5002504,CCNA
5002505,CCNP
5002800,CCIM(상업용부동산투자분석사)
5003100,CFA(국제재무분석사)
5003200,CFP(국제재무설계사)
5003300,CIA(국제공인내부감사사)
5003400,CIAS
5003500,CIEDI
5003600,CIIA(국제공인투자분석사)
5003700,CIP
5003800,CIRM
5003900,정보시스템감사사(Cisa)
5003901,CISA
5003902,CISA(국제공인정보시스템감사사)
5004100,CISSP(정보시스템보안전문가)
5004200,CIWAssociate
5004300,ProsoftNetGuruTechnologies주관웹마스터관련자격증
5004301,CIWA
5004302,CIWD
5004303,CIWDII
5004304,CIWEP
5004305,CIWNP
5004306,CIWSP
5004900,CLAD
5004901,CLA
5005000,CLD
5005100,CLP
5005200,CMA
5005300,CNA
5005400,CNE
5005500,CNI
5005600,compaq주관리눅스ASE(시스템엔지니어인증)자격증
5005601,Compaq/AlphaLinuxASE
5005602,Compaq-IntelLinuxASE
5005800,Consultant
5005900,CPIM
5006000,CertifiedProfessionalinSupplyManagement(CPSM)
5006100,항공예약발권자격증(CRS)
5006101,갈릴레오
5006102,항공예약발권자격증
5006103,항공사체크인카운터
5006104,DCS
5006105,토파스(topas)
5006200,CSA
5006300,CSWP
5006400,DatabaseSpecialist
5006401,DB2
5006402,MCDBA
5006600,DELF/DALF
5006700,DK
5006800,FAA(미국운항관리사)
5006900,FLMI(보험경영전문가)
5007000,FRM(재무위험관리사)
5007100,FROSIO(국제도장검사관)
5007200,HighAvailabilityandClusteringSpecialist
5007300,HPase
5007400,HPOVP-NAM
5007500,HPOVP-NWM
5007600,HPUX&NTP
5007700,HPUXP
5007800,HSK(중국어능력시험)
5007900,IAAdiploma(국제광고인자격증)
5008000,ICDL
5008100,I-NET
5008200,ISTQB
5008300,ITIL
5008400,ITSM
5008500,JAVA
5008600,JLPT(일본어능력시험)
5008601,BJT(비즈니스일본어능력테스트)
5008700,JNCIA
5008800,Juniper
5008900,LifeGuard(인명구조원)
5009000,LOTUS
5009100,LPIC
5009200,MCAD
5009300,MCD
5009500,MCNE
5009600,MCP
5009700,MCPD
5009800,MCSA
5009900,MCSD
5010000,MCSE
5010100,MCT
5010200,MCTS
5010300,MDD
5010400,MNS
5010500,"MOS(Microsoft Office Specialist,MOUS)"
5010501,파워포인트
5010502,엑셀
5010503,워드
5010504,아웃룩
5010600,NCIP
5010700,NCLEX-RN(미국간호사)
5010701,"IBHRE(International Board of Heart Rhythm Examiners, 심혈관국제 공인 자격증)"
5010800,Netfinity
5010900,NETWORK+
5011000,OCP국제공인자격증(오라클/OCA/OCP/OCM)
5011001,OCA
5011002,OCP
5011003,OCP-DBA8.0
5011004,OracleDatabaseOperator
5011005,오라클자바자격증(OCJP)
5011006,OCBCD
5011007,OCWCD
5011500,스쿠버다이빙
5011600,PMP(ProjectManagementProfessional)
5011700,Q2
5011800,RFID+
5011900,RHCE
5012000,RS-6000
5012200,SAS
5012300,SCAJ
5012400,SCAP
5012500,SCJD
5012600,SCJP
5012700,SCNA
5012800,SCSA
5012900,SCWCD
5013000,SLSA
5013100,SOA(미국보험계리사)
5013200,SQS
5013300,StorageWorksASE
5013400,SystemAdministrator
5013500,TESOL(테솔)
5013501,TYC(유아테솔)
5013502,TYL(어린이테솔)
5013600,Tivoli
5013700,TTTLFoundation
5013800,Windoows2000NTASE
5013900,acmt
5014000,act
5014100,compitia
5014101,compitia(A+)
5014102,compitia(네트워크플러스)
5014200,fcp
5014201,fcp트레이너
5014300,IBMAIX
5014301,IBMexpert
5014302,IBM관리자
5014400,MQFC
5014500,VCP
5014501,VCP-310
5014502,VCP-410
5014503,VCP4
5014600,CCNS
5014700,G-TELP
5014800,WSET
5014900,계기비행사자격증(InstrumentRating)
5015000,시데스코(CIDESCO)
5015100,중국미용사자격증
5015200,NSCA-CPT
5015300,피파에이전트자격증
5015400,CSCP
5015500,글로벌물류전문가양성과정(MPR)
5015501,CPIM_MPR
5015600,CPM(국제공인부동산자산관리사)
5015700,ASQ
5015800,SCSP
5015900,PFSO
5016000,용접검사원(CWI)
5016100,Servsafe(국제식품위생사)
5016200,EFR(국제응급처치)
5016300,NASMGFS
5016400,CADTC(캐드설계기술관리사)
5016500,IECExCoPC국제방폭자격증
5016600,EEHA국제방폭자격증
5016700,SCA바리스타
5016701,SCAECDS
5016800,AIPSIFE
5016900,DASP(데이터아키텍쳐준전문가)
5017000,TRIZ
5017100,ACU(오토데스크인벤터)
5017200,"심폐소생술(ACLS, BLS, DALS, KALS, PALS)"
5017300,AWS(AmazonWebServices)공인자격증
5017400,logicproX(애플공인인증자격증)
5017401,finalcutproX(애플공인인증자격증)
5017500,"GAIQ(Google Analytics Individual Qualification, 구글애널리틱스자격증)"
5017600,CKTT(Certified Kinesio Taping Technician)
5017700,"CFEI(Certified Fire and Explosion Investigator, 미국화재폭발조사관)"
5017800,IFPA(국제아로마테라피스트)
5017900,국제공인요가지도자(RYT)
5018000,SketchUp(TSCU/TSCP/TSCI/TSCS)
5018100,BATIC(국제회계검정)
5018200,부기검정
5018300,Tableau Desktop Specialist 
5018400,Tableau CA(Certified Associate)
5018500,VMware Certified Professional(VCP)
5018600,AWS 공인 솔루션스 아키텍트 프로페셔널(AWS Certified Solutions Architect Professional)
5018700,Avid Certified User: Pro Tools
5018800,ACA 프리미어(Adobe Certified Associate Premirere Pro)
5018900,베트남어능력시험(NLTV VNS)
5019000,NFA The Series 3 exam(the National Commodities Futures Examination)
5019100,CrossFit Level 1
5019200,API
5019300,ACSI Certification
5019400,EPTA(항공영어구술능력증명)
5019500,ACA 일러스트(Adobe Certified Associate Illustrator)
5019600,LEED AP
5019700,ACA 인디자인(Adobe Certified Associate Indesign)
5019800,"국제안전보건자격증(네보쉬, NEBOSH)"
5019900,ACSM CET(암재활치료사)
5020000,스탓필라테스
5020100,"ITT(Interpretation & Translation Test, 번역)"
5020200,NACE Certificate(도장)
5020300,SPI(초음파물리)
