전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,월평균생활비,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
C020101,21,2,180,4,3,2,,,,,,1,0,2,2,2,2,,2,1,2085600,,,,2,2,2,4,4,4,4,5,5,4,4,4,4,5,6,2,3,5,3,,1,3,3.8,5
C020101,22,2,150,3,1,2,,,,,,1,0,2,2,1,2,,2,2,,,,,2,2,2,4,3,3,3,4,3,4,4,3,3,3,6,2,4,4,1,,2,3,3.5,3
C020101,22,2,110,2,3,1,,,,,,1,0,2,2,1,2,,2,1,2120800,,,,2,2,2,4,4,4,4,4,4,3,4,4,4,4,7,2,3,6,3,,2,3,3.5,4
C020101,22,2,170,4,3,2,,,,,,1,0,2,2,1,2,,2,2,,,,,2,2,2,4,4,4,3,4,4,4,4,3,3,3,8,2,4,5,5,,2,3,3.5,4
C020101,22,1,140,4,5,2,,,,,,1,0,2,2,2,2,,2,2,,,,,2,2,1,4,5,4,4,4,5,5,5,4,4,4,6,2,1,6,3,,2,3,0.3,3
C020101,22,2,130,2,4,2,,,,,,1,0,2,2,1,2,,1,2,,,,,2,2,2,5,5,4,4,5,5,5,5,4,4,4,7,2,1,5,2,,2,1,1,3
C020101,22,,,,,,,,,,,1,0,2,2,1,2,,2,2,,,,2,2,2,2,5,5,5,3,3,5,5,5,4,4,3,7,2,3,6,3,15,2,3,3.8,5
C020101,24,1,250,2,3,2,,,,,,2,4,2,2,1,2,,2,2,,,,,2,2,2,5,3,1,3,3,3,5,5,4,5,4,7,1,6,3,5,,2,3,3.5,4
C020101,22,,,,,,,,,,,1,0,2,2,2,2,,1,1,2085600,3003900,3003900,1,2,2,2,4,5,2,4,4,4,4,4,4,4,4,10,2,2,3,4,60,2,3,3.5,4
C020101,23,2,166,4,2,2,,,,,,1,0,2,2,1,2,,2,2,,,,,2,2,2,4,5,5,5,4,4,4,4,4,2,3,5,2,2,3,3,,2,3,3.7,2
C020101,22,2,160,2,2,2,,,,,,1,0,2,2,1,2,,2,1,5010502,5010501,4150600,,2,2,1,4,5,3,5,4,4,5,5,3,4,3,7,2,4,2,1,,2,3,3.8,4
C020101,24,2,250,3,4,2,,,,,,1,1,2,2,2,2,,2,2,,,,,2,2,2,3,5,3,5,5,3,4,4,3,5,5,5,2,1,7,5,,2,3,4.3,4
C020101,26,2,170,3,3,2,,,,,,8,0,2,2,2,2,,2,2,,,,,2,2,2,4,5,4,4,4,4,4,3,3,3,4,7,2,1,5,3,,2,3,3.7,5
C020101,22,2,130,4,3,2,,,,,,1,0,2,1,1,2,,2,1,4111000,4123200,,,2,2,2,4,4,4,4,5,5,4,4,4,4,5,6,2,4,5,2,,2,1,3,3
C020101,44,2,400,2,3,2,,,,,,2,0,2,2,2,2,,2,2,,,,,2,2,2,5,3,3,3,3,4,4,4,3,3,3,8,2,4,7,,,2,3,4,5
C020101,23,2,150,2,1,2,,,,,,1,0,2,2,1,2,,2,1,4150600,,,,2,2,2,4,3,3,3,3,3,3,4,4,4,3,6,2,4,5,-1,,2,3,3,4
C020101,26,2,150,3,2,2,,,,,,8,0,2,2,2,2,,2,2,,,,,2,2,2,5,4,4,5,5,4,5,5,1,3,4,7,2,4,5,3,,2,3,4.2,5
C020101,29,2,250,1,3,2,,,,,,2,0,2,2,2,2,,2,2,,,,,2,2,2,5,5,2,5,5,3,3,4,2,4,3,6,1,4,5,3,,2,1,3.8,4
C020101,22,2,200,4,1,2,,,,,,1,0,2,2,2,2,400,2,1,5010502,4150600,,,2,1,2,4,4,3,4,4,3,5,3,2,4,3,7,2,5,4,2,,2,3,4.2,4
C020101,26,,,,,,,,,,,1,0,2,1,2,2,,2,2,,,,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,7,2,1,6,5,100,2,3,3.5,4
C020101,24,2,210,3,1,1,,,,,,2,4,2,2,1,2,,1,1,1014300,4073300,,,2,2,2,4,3,2,3,5,5,3,5,3,2,2,7,2,1,3,6,20,2,2,3.8,3
C020101,23,,,,,,,,,,,6,0,2,2,1,2,,2,2,,,,2,2,2,2,5,3,3,5,5,5,5,5,3,3,3,7,1,5,6,4,,2,-1,,5
C020101,25,2,150,2,1,2,,,,,,2,6,2,2,1,2,,1,2,,,,,2,2,2,4,4,2,4,4,4,5,4,2,2,2,8,1,4,4,5,,2,1,4,4
C020101,28,2,240,4,2,2,,,,,,2,12,2,2,1,2,,2,1,1014300,,,,2,2,2,5,5,1,5,5,1,5,5,1,5,1,6,2,4,1,5,,2,3,4.2,4
C020101,31,,,,,,,,,,,1,6,2,2,2,2,,2,1,1000400,,,1,2,2,2,4,3,3,3,4,4,4,4,3,3,3,6,2,1,5,1,,3,1,2.9,3
C020101,22,2,150,4,5,2,,,,,,1,0,2,2,1,2,,2,1,4150600,4150601,,,2,2,2,5,5,3,4,4,5,5,5,4,4,3,7,2,3,5,4,,3,3,3.8,5
C020101,22,2,200,3,1,2,,,,,,1,0,2,2,2,2,,2,2,,,,,2,2,2,5,4,3,4,4,4,4,4,3,3,3,6,2,1,5,3,,3,3,3.5,4
C020101,25,,,,,,0,,,,,2,6,2,2,2,2,,2,1,4111000,,,,2,2,2,4,5,1,4,1,1,1,3,1,1,1,8,2,3,7,3,,3,3,3.8,3
C020101,25,2,254,3,1,2,,,,,,2,6,2,2,1,2,,2,2,,,,,2,2,2,4,3,2,4,4,5,4,4,4,4,4,6,2,3,6,3,,3,1,3.2,5
C020101,24,2,150,2,2,1,,,,,,2,4,2,2,1,2,,1,2,,,,,2,1,1,4,4,4,4,4,4,4,4,4,4,4,7,1,3,6,1,,3,3,3.8,5
C020101,24,2,130,2,3,2,,,,,,1,2,2,1,2,2,,2,1,2085600,,,,2,2,2,4,4,4,4,4,4,3,4,4,4,4,5,2,1,6,3,,3,3,4,1
C020101,24,,,,,,0,,,,,2,4,2,2,2,2,,2,1,4158400,2037000,,,2,2,2,4,4,4,4,4,4,4,4,4,4,4,7,2,3,6,2,,4,3,3.4,4
C020101,22,2,150,3,2,2,,,,,,1,0,2,2,1,2,,2,1,2085600,,,,2,2,2,4,4,4,5,4,4,4,4,3,4,4,7,2,1,7,-1,,4,3,4.1,4
C020101,22,2,170,4,3,2,,,,,,1,2,2,2,2,2,,2,1,2085600,3006404,,,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,2,4,5,2,,4,3,3.9,4
C020101,22,,,,,,,,,,,2,0,2,2,2,2,,2,2,,,,2,2,2,2,4,5,4,5,4,4,5,5,4,3,4,8,1,3,4,3,40,4,3,3.8,4
C020101,25,,,,,,,,,,,2,4,2,2,2,2,,2,2,,,,1,2,2,2,4,3,4,4,4,4,4,4,3,4,4,8,1,3,6,-1,,4,1,3.8,4
C020101,54,2,150,3,2,1,,,,,,1,0,2,1,2,2,,1,1,4169901,,,,2,2,2,4,4,4,4,4,4,4,4,4,4,4,7,2,3,6,1,,4,3,3.9,4
C020101,21,2,130,3,2,1,,,,,,1,0,2,2,1,2,,1,1,1000300,,,,2,2,2,4,5,4,3,3,4,4,4,2,3,4,8,2,3,5,4,,4,1,3.5,4
C020101,24,1,180,3,2,2,,,,,,2,6,1,2,2,2,,2,2,,,,,2,2,2,3,3,3,3,3,3,3,3,3,3,3,7,1,3,4,3,,4,3,4,3
C020101,44,2,180,4,5,2,,,,,,1,0,2,2,2,2,,2,2,,,,,2,2,2,4,4,5,4,4,5,4,5,4,4,4,6,2,1,7,2,,4,3,0.4,5
C020101,22,,,,,,0,,,,,6,0,2,2,1,2,,2,1,3005500,,,,2,2,2,4,4,1,4,4,4,4,4,4,5,4,9,2,2,7,1,6,4,3,3.5,3
C020101,22,,,,,,,,,,,1,0,2,1,2,2,,1,2,,,,2,2,2,2,5,5,3,5,5,4,5,5,3,3,3,7,2,3,6,5,40,4,3,4.5,4
C020101,25,2,170,3,2,2,,,,,,2,6,2,2,1,2,,2,2,,,,,2,2,2,4,3,2,2,3,3,3,3,3,3,3,8,1,4,4,3,,4,3,3.4,4
C020101,57,2,500,3,4,2,,,,,,3,0,2,2,2,2,,2,2,,,,,2,2,2,5,3,3,4,4,4,3,3,3,3,3,7,2,1,5,,,4,3,4,4
C020101,20,,,,,,,,,,,1,0,2,2,1,2,265,2,2,,,,,1,2,1,4,4,1,3,3,3,4,3,2,3,2,7,1,4,4,1,,4,3,3.8,2
C020101,22,2,170,3,2,2,,,,,,1,0,2,2,2,2,,2,1,3006100,,,,2,2,2,4,4,4,4,4,5,5,5,5,3,3,3,2,4,2,2,,4,3,4,3
C020101,24,,,,,,0,,,,,2,4,2,2,1,2,,2,1,3006402,,,,2,2,2,4,4,3,4,5,4,3,4,3,5,1,7,1,4,4,-1,,4,3,4,5
C020101,30,2,220,3,3,2,,,,,,2,0,2,2,2,2,,1,1,4111804,3003900,,,2,2,1,4,4,3,4,4,4,5,3,4,3,4,6,1,3,5,2,,4,3,4,3
C020101,24,2,270,5,2,2,,,,,,1,0,2,2,2,2,,2,2,,,,,2,2,2,4,3,4,4,4,4,4,4,4,4,4,7,2,4,7,1,,4,1,3.6,4
C020101,26,2,300,4,1,2,,,,,,1,0,2,2,2,2,,2,2,,,,,2,2,2,4,3,3,4,4,4,4,4,4,4,4,8,2,2,6,1,,4,3,3.5,4
C020101,22,2,200,4,2,1,,,,,,1,0,2,2,1,2,,1,1,2124000,2058000,,,2,2,2,4,5,4,4,4,5,4,4,4,4,4,7,2,1,6,1,,4,3,4.2,4
C020101,22,2,180,3,3,2,,,,,,1,0,2,2,2,2,,2,2,,,,,2,2,2,4,5,4,4,5,5,3,4,4,3,4,6,2,1,5,3,,4,3,3.6,5
C020101,22,2,200,3,4,2,,,,,,1,0,2,2,1,2,,2,2,,,,,2,2,2,4,4,4,4,4,4,4,3,3,3,3,6,2,2,6,3,,4,3,3.8,4
C020101,56,2,350,2,3,2,,,,,,2,0,2,2,2,2,,2,1,2018400,,,,2,2,2,5,3,1,3,3,3,5,5,4,5,4,6,2,4,3,,,5,3,4,4
C020101,47,2,170,3,1,1,,,,,,1,0,2,2,2,2,,1,1,2054300,2018400,,,2,2,2,4,4,5,4,4,4,4,4,4,3,4,6,2,1,5,1,,5,3,4,4
C020101,24,,,,,,,,,,,2,4,2,2,2,2,,2,1,2099300,5010501,5010502,2,2,2,2,5,4,5,4,5,5,5,5,3,4,3,8,2,2,4,3,50,5,3,3,4
C020101,23,,,,,,,,,,,1,0,2,2,2,2,,2,1,3003700,,,1,2,2,1,5,5,5,3,3,5,5,5,4,4,3,7,2,4,6,3,,5,3,4,4
C020101,41,,,,,,,,,,,1,0,2,2,2,2,,2,2,,,,2,2,2,2,5,5,3,5,5,4,5,5,3,3,3,7,2,3,6,2,,5,3,3,4
C020101,26,2,170,2,1,2,,,,,,1,0,2,2,2,2,,2,2,,,,,2,2,2,5,3,2,3,5,5,3,3,3,4,3,6,1,4,5,2,,5,3,3.6,4
C020102,22,1,70,3,4,2,,,,,,1,0,2,2,1,2,,1,2,,,,,2,2,2,4,4,4,4,4,4,4,3,3,3,3,6,1,3,6,-1,,1,3,3,4
C020102,24,2,200,3,3,2,,,,,,2,4,2,2,2,2,,2,2,,,,,2,2,2,4,5,4,4,4,4,4,3,3,3,4,6,1,4,5,-1,,2,3,4,5
C020102,21,2,600,4,3,2,,2,,1,C0592,1,0,2,2,1,2,550,1,2,,,,,2,2,2,4,4,3,4,5,5,4,4,3,3,2,8,2,1,5,6,,2,3,3.9,4
