전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
국제학,25,2,200,1,3,1,,2,,2,,1,1,2,2,1,1,950,1,1,3001300,,,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,7,2,3,4,1,2,2,3.7,3
국제학,26,2,200,2,2,1,,1,영미어문학부 영어영문학전공,2,,1,2,1,2,1,2,,1,1,4111804,4079900,5006100,1,2,2,1,5,4,1,4,3,4,4,4,4,3,3,8,2,2,6,1,2,1,3.2,4
국제학,24,2,200,4,2,1,,2,,2,,1,1,2,2,1,1,,2,1,3003700,3003700,3003700,2,,,,4,4,2,4,4,4,5,5,4,5,4,9,2,5,5,1,2,3,3.5,3
국제학,28,2,300,3,1,2,,2,,2,,1,6,1,1,2,1,890,2,2,,,,1,2,2,2,5,3,1,5,5,5,3,5,4,3,3,5,2,4,4,5,2,3,3.2,5
국제학,27,2,300,3,1,2,,2,,2,,2,4,2,2,1,2,750,1,2,,,,1,2,1,1,4,3,3,3,4,3,4,4,2,4,2,7,1,3,3,5,2,3,3.5,4
국제학,27,2,200,3,4,2,,2,,1,일본학과,1,2,2,2,1,2,,1,1,2040600,,,2,,,,4,5,5,5,4,4,5,5,3,3,4,6,2,4,7,3,2,3,3.8,4
국제학,24,2,200,4,1,1,,1,경영·국제통상학과군,2,,1,2,2,2,1,2,,1,2,,,,2,,,,5,5,1,4,4,4,4,4,1,5,1,8,2,4,7,1,3,3,3.8,4
국제학,28,2,300,3,1,2,,2,,2,,2,4,1,2,1,2,840,1,1,4149200,4145105,4145101,2,,,,3,3,3,3,5,5,5,5,5,5,3,6,1,4,5,3,4,3,3.8,2
국제학,24,,,,,,,2,,2,,1,2,2,2,2,2,,2,2,,,,2,,,,5,5,2,4,5,5,5,5,4,5,4,8,2,2,4,1,4,3,3,2
도시/지역학,26,2,200,2,5,1,,2,,2,,2,6,2,2,1,2,,2,2,,,,1,2,2,2,4,4,4,5,4,3,3,3,2,5,3,6,2,3,3,3,2,3,3.2,3
도시/지역학,26,2,210,3,1,1,,2,,2,,2,4,2,2,1,2,,1,1,2039500,3001100,,1,2,2,2,5,5,1,5,5,4,4,4,4,3,3,6,1,4,5,3,2,3,2.8,4
도시/지역학,24,2,120,4,2,2,,2,,2,,1,,2,2,1,2,,2,1,1010901,,,2,,,,4,5,3,4,4,4,4,4,4,4,4,7,2,2,7,3,4,1,4,5
도시/지역학,24,2,170,4,4,1,,2,,2,,1,,2,2,2,2,,1,1,1010901,1016800,,2,,,,5,5,4,3,3,5,3,5,3,3,4,8,2,1,2,3,4,3,4.1,2
도시/지역학,25,,,,,,,2,,1,조경학과,1,1,1,2,2,2,610,2,1,2017600,4111804,,1,2,2,2,3,4,3,5,4,4,4,4,3,3,3,9,2,3,4,1,4,3,3.4,5
도시/지역학,24,2,190,4,5,1,,2,,2,,1,,2,2,1,1,770,1,1,2012300,,,2,,,,4,3,3,4,5,5,4,4,5,4,4,8,2,3,7,3,4,3,3.8,4
도시/지역학,24,,,,,,,2,,2,,1,,2,2,1,2,,2,1,2012300,,,2,,,,4,4,3,5,5,5,4,4,3,3,3,8,2,4,6,1,5,3,3.8,4
사회학,26,,,,,,,2,,1,철학과,2,4,2,1,1,2,,1,2,,,,2,,,,4,5,5,5,5,4,4,4,4,3,2,7,2,4,6,3,1,2,3.9,4
사회학,25,,,,,,,2,,2,,2,4,2,1,2,1,,1,2,,,,1,2,2,2,4,5,5,3,3,4,4,4,2,3,3,7,2,3,4,3,1,2,3.3,3
사회학,25,,,,,,,2,,2,,1,3,2,2,1,2,,1,2,,,,2,,,,4,4,3,4,5,5,4,4,3,3,4,7,2,3,5,1,1,2,3.8,4
사회학,27,2,250,3,3,2,,1,경영학과,2,,2,6,2,2,1,2,870,1,1,3003600,4111804,4079900,2,,,,4,4,4,4,4,4,4,4,4,3,4,6,2,3,6,1,1,3,3.3,4
사회학,25,2,226,3,3,2,,1,경영학과(인문사회과학대학),2,,1,2,1,2,2,2,,1,2,,,,1,2,2,2,5,4,2,4,3,4,5,5,3,4,2,7,2,3,5,1,1,3,3.9,3
사회학,23,,,,,,,2,,2,,1,,2,1,1,2,890,2,2,,,,2,,,,5,5,5,5,4,5,5,5,4,3,2,7,2,1,4,1,1,3,3.5,2
사회학,24,1,40,3,5,2,,1,심리학과,2,,1,1,2,1,1,2,,1,2,,,,2,,,,4,5,4,5,3,4,4,4,2,4,3,5,1,3,5,3,1,2,3.9,4
사회학,26,2,170,3,4,2,,2,,2,,2,4,2,1,1,2,,1,2,,,,2,,,,4,4,4,2,4,5,4,4,1,3,1,8,2,6,6,3,1,3,3.8,4
사회학,24,2,300,5,1,2,,1,경영학과,2,,1,1,2,2,1,1,980,1,1,4136802,,,1,2,1,1,5,5,1,5,5,5,5,5,4,4,5,7,2,3,7,3,1,3,4.1,5
사회학,28,,,,,,,2,,2,,2,9,2,2,1,2,890,1,2,,,,1,2,2,2,3,5,4,4,2,3,3,3,3,1,2,8,2,3,2,1,1,2,2.7,4
사회학,25,,,,,,,2,,2,,1,1,2,2,2,2,960,1,2,,,,2,,,,5,5,3,5,4,3,4,4,4,4,5,7,2,4,6,3,1,2,3.4,4
사회학,24,2,290,2,2,2,,2,,2,,1,1,2,2,1,2,890,1,2,,,,1,2,1,1,5,5,2,5,5,5,5,5,2,2,5,8,2,4,7,1,1,2,3.6,4
사회학,24,2,90,4,5,2,,1,경영학과,2,,1,,2,1,1,2,,1,2,,,,1,1,1,1,5,5,3,3,4,1,5,5,3,4,3,6,2,2,1,1,1,2,3.6,2
사회학,26,2,220,4,5,1,,1,보건복지학부 사회복지전공,2,,2,5,2,2,2,2,,2,1,1010901,,,2,,,,4,4,4,4,4,4,4,4,3,3,3,8,2,3,5,1,2,3,3.5,4
사회학,24,,,,,,,1,기타(인문사회계열),2,,1,2,2,2,1,2,,2,2,,,,1,2,1,2,5,3,3,3,4,5,5,5,4,5,5,4,2,3,4,3,2,3,3.5,4
사회학,27,,,,,,,1,심리학과,2,,3,5,1,2,1,2,940,1,1,2060900,,,1,2,1,2,5,5,2,4,4,4,5,4,2,5,2,8,2,4,6,5,2,3,3.5,4
사회학,25,2,190,4,2,2,,1,심리학과,2,,1,2,2,2,1,2,795,1,1,2060900,2116600,,1,2,2,1,4,4,2,5,5,4,4,5,4,4,4,6,2,4,6,3,2,3,3.6,3
사회학,28,2,200,5,4,1,,1,평생교육학전공,2,,2,8,2,2,1,2,,1,1,1016800,,,1,2,1,2,3,5,3,5,5,3,4,4,1,4,4,7,1,4,6,1,2,3,3.8,4
사회학,28,,,,,,,2,,2,,3,5,1,2,1,2,,1,1,2017600,,,2,,,,5,5,3,3,3,5,5,5,5,4,5,8,2,2,4,1,2,3,3.5,3
사회학,27,2,270,3,4,2,,2,,2,,2,7,1,2,1,2,,1,1,4111804,,,1,2,1,1,5,4,3,5,3,5,5,4,3,4,3,7,1,4,6,3,3,3,3.9,5
사회학,26,,,,,,,2,,2,,2,4,1,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,1,1,1,1,1,8,2,2,6,1,3,3,3.3,3
사회학,26,2,230,2,5,2,,2,,1,응용통계학과,2,4,1,2,1,2,,1,2,,,,1,2,2,2,4,5,5,5,5,5,5,5,3,5,5,6,1,4,4,3,3,3,3.3,4
사회학,26,2,200,2,4,2,,2,,2,,1,3,1,2,1,2,,2,2,,,,1,2,1,1,5,5,3,5,5,3,5,5,1,5,1,9,2,5,6,3,3,3,3.8,3
사회학,25,2,200,2,3,2,,2,,2,,1,,1,2,1,2,,1,2,,,,2,,,,4,4,2,4,4,4,4,4,4,4,4,6,2,4,5,3,3,3,3,4
사회학,25,,,,,,0,2,,2,,1,2,2,2,1,2,,1,2,,,,2,,,,4,4,2,4,4,5,5,4,4,4,5,7,2,2,6,1,4,3,4.3,4
사회학,31,,,,,,,2,,2,,1,12,2,2,1,2,,1,1,4149200,5010500,,2,,,,3,4,4,4,4,3,4,4,3,4,3,7,2,3,6,3,4,3,4.3,5
사회학,25,2,160,3,2,2,,2,,1,공무원행정학과,1,2,2,2,1,2,,1,1,4079900,,,1,2,2,2,3,5,5,4,5,5,4,3,3,3,3,7,2,3,4,1,5,3,3.5,5
언론/방송/매체학,25,,,,,,,2,,1,경제학부,1,1,2,2,2,1,950,1,2,,,,1,1,1,1,4,4,2,5,4,4,4,4,4,4,4,6,2,3,6,3,1,2,4,3
언론/방송/매체학,26,1,45,3,1,2,,2,,2,,2,5,2,2,2,2,930,2,2,,,,1,2,2,1,3,5,3,4,4,4,4,4,2,3,2,6,2,3,6,1,1,3,3.5,3
언론/방송/매체학,26,2,267,3,3,2,,2,,2,,1,3,1,2,2,2,895,1,2,,,,1,1,2,2,4,4,2,4,4,5,4,3,2,2,3,6,2,5,5,3,1,3,4,5
언론/방송/매체학,25,2,500,4,4,2,,1,정치외교학과,2,,1,1,1,2,1,2,,1,2,,,,1,2,1,1,4,4,4,4,4,4,4,4,3,4,4,6,2,5,5,3,1,3,3.9,3
언론/방송/매체학,28,,,,,,,2,,2,,3,6,2,2,1,2,905,1,1,4149200,,,1,1,2,1,4,4,4,4,4,4,4,4,4,4,3,8,2,3,2,3,1,3,3.3,4
언론/방송/매체학,28,,,,,,,2,,2,,1,1,2,2,1,2,990,2,2,,,,2,,,,5,5,2,5,5,5,3,4,3,4,3,7,2,2,7,3,1,3,4.1,5
언론/방송/매체학,27,2,275,5,5,2,,2,,2,,1,2,1,2,1,2,860,1,2,,,,1,1,1,1,5,5,4,4,4,4,4,4,4,5,4,6,2,3,7,1,1,3,3.9,4
언론/방송/매체학,25,2,250,2,1,2,,1,국제통상·경영전공,2,,1,1,1,2,2,1,985,1,2,,,,1,2,1,1,4,4,4,4,4,4,4,3,3,4,4,7,2,4,7,3,1,3,3.6,5
언론/방송/매체학,25,2,300,4,4,2,,2,,2,,1,2,1,2,1,1,935,1,2,,,,1,1,1,2,5,5,4,5,5,4,4,4,3,4,4,7,2,3,5,1,1,3,3.5,5
언론/방송/매체학,26,2,270,3,4,2,,2,,2,,1,,1,2,1,2,950,1,2,,,,1,2,2,2,5,5,4,5,5,5,5,5,4,4,4,7,2,5,3,3,1,2,3.6,4
언론/방송/매체학,25,2,300,4,4,2,,1,사회학과,2,,1,2,2,2,2,2,,1,2,,,,2,,,,4,4,1,5,4,4,4,4,2,4,4,6,2,3,6,3,1,3,4.3,5
언론/방송/매체학,24,2,230,4,3,2,,2,,2,,8,,2,2,1,2,,1,2,,,,1,2,1,2,4,5,5,4,4,4,4,4,2,3,4,5,1,2,4,4,1,3,3.4,3
언론/방송/매체학,26,,,,,,0,2,,2,,1,2,2,2,2,2,895,2,1,4180000,4111804,,2,,,,5,3,3,4,4,4,4,5,5,4,5,7,2,1,5,3,1,3,3.4,3
언론/방송/매체학,26,,,,,,,2,,2,,2,6,2,2,1,2,750,1,2,,,,1,2,2,2,3,4,1,5,5,4,5,4,4,4,4,7,2,4,4,1,2,3,3.7,5
언론/방송/매체학,25,2,208,2,4,2,,1,법학과,2,,1,2,2,2,1,2,685,1,2,,,,2,,,,5,5,4,4,4,4,4,4,2,3,2,6,1,3,2,3,2,3,3.2,4
언론/방송/매체학,24,2,160,1,5,2,,2,,2,,1,,2,2,2,1,850,1,2,,,,1,2,1,2,5,5,3,5,5,5,5,5,3,3,4,4,2,3,4,1,2,3,3.6,2
언론/방송/매체학,25,2,208,2,2,2,,2,,2,,1,2,1,2,1,2,756,1,2,,,,1,1,1,1,4,4,2,4,4,5,4,4,3,3,3,6,2,3,4,1,2,3,3.8,4
언론/방송/매체학,27,2,160,1,4,2,,2,,2,,2,4,2,2,1,2,,1,2,,,,1,1,1,2,5,5,5,5,4,3,4,3,2,4,3,7,2,3,6,1,2,3,3.6,5
언론/방송/매체학,25,1,96,4,1,2,,2,,2,,1,2,2,2,1,2,,1,2,,,,1,2,2,1,5,4,2,4,4,4,4,4,4,2,4,6,2,3,4,3,2,3,3.5,3
언론/방송/매체학,27,2,210,2,4,2,,2,,2,,1,5,1,2,1,2,,2,1,3003900,,,1,1,2,2,5,4,3,5,4,4,4,4,4,5,3,7,2,3,4,3,2,3,3.3,3
언론/방송/매체학,26,1,30,3,1,2,,2,,2,,1,2,2,2,1,2,,1,1,1014300,4079900,,1,2,1,2,4,4,4,4,3,3,4,4,4,4,4,6,2,3,6,1,2,3,3.9,4
언론/방송/매체학,27,2,210,4,1,2,,2,,2,,3,4,2,2,1,1,650,1,1,2039800,,,1,2,2,2,5,3,3,4,4,5,5,5,5,5,5,7,2,3,5,3,2,3,3.2,5
언론/방송/매체학,26,2,232,3,3,2,,1,문화콘텐츠학과,2,,1,4,1,2,1,2,895,1,1,3006300,4079900,,1,1,1,1,4,4,2,4,4,4,4,4,4,4,4,6,2,3,5,3,2,3,3.9,4
언론/방송/매체학,27,2,200,3,5,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,5,5,3,5,5,3,3,3,1,2,5,6,2,3,6,1,3,3,3,4
언론/방송/매체학,26,2,225,2,2,2,,2,,1,경영학과,2,5,2,2,2,2,730,1,2,,,,1,2,2,2,5,5,5,4,4,4,4,3,4,4,3,7,2,4,6,1,3,3,3.5,4
언론/방송/매체학,24,2,210,1,4,2,,2,,2,,1,2,1,2,2,2,865,2,1,3003700,,,1,2,1,1,3,4,2,4,4,5,4,4,3,3,3,7,2,3,4,1,4,3,3.9,2
언론/방송/매체학,25,2,250,3,3,2,,2,,2,,1,2,1,2,1,2,550,2,2,,,,2,,,,5,5,4,4,4,4,4,5,3,3,3,7,1,3,6,1,4,3,3.7,4
정치외교학,26,2,300,2,5,2,,2,,2,,1,3,2,2,2,2,,1,2,,,,2,,,,5,5,2,5,5,5,5,5,2,3,5,8,2,5,7,1,1,2,3.7,5
정치외교학,28,2,500,4,3,2,,1,경영경제학부 경영학전공,2,,2,8,2,2,1,1,880,1,1,3005500,,,1,1,1,1,5,5,2,4,4,5,5,5,5,3,5,8,2,3,6,3,1,3,4.2,5
정치외교학,25,2,230,4,3,2,,2,,2,,8,,2,2,2,2,,1,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,2,3,5,4,1,3,2.8,4
정치외교학,28,,,,,,,2,,2,,2,5,1,1,1,2,965,1,2,,,,2,,,,4,3,1,5,4,5,4,3,2,1,1,7,2,3,4,3,1,3,3.5,2
정치외교학,26,2,228,3,1,2,,1,국제통상학과,2,,1,4,1,2,2,1,905,2,2,,,,1,2,2,2,5,4,3,4,5,5,5,4,3,4,4,7,2,4,4,1,1,3,3.4,3
정치외교학,26,,,,,,,2,,1,실내건축학과,1,4,2,1,1,2,920,2,2,,,,2,,,,4,5,5,5,4,4,5,4,2,5,4,5,2,3,6,4,1,2,3.6,3
정치외교학,26,2,333,4,2,2,,2,,2,,1,4,2,2,1,2,,1,2,,,,1,2,2,2,5,5,2,5,5,4,4,4,2,3,4,7,2,3,6,3,1,2,3.6,3
정치외교학,26,2,350,2,2,2,,1,소비자학과,2,,1,1,1,2,1,2,965,1,2,,,,1,2,1,1,5,5,2,5,4,4,4,4,4,4,4,7,2,3,5,1,1,2,3.4,4
정치외교학,25,,,,,,,2,,1,법학과,1,2,1,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,2,3,6,2,1,3,4,4
정치외교학,27,1,130,3,1,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,4,4,4,5,5,5,5,5,3,3,3,8,2,3,5,3,2,3,3.6,4
정치외교학,24,,,,,,,2,,2,,1,2,2,1,1,2,880,1,2,,,,2,,,,4,3,5,3,3,5,5,4,4,5,3,7,2,2,4,4,2,3,4,3
정치외교학,25,,,,,,,2,,2,,1,2,1,2,1,2,895,1,1,4111804,,,1,2,1,1,3,3,5,5,5,5,4,4,2,2,3,5,2,3,1,1,3,3,3.7,2
정치외교학,23,,,,,,0,2,,2,,1,,2,2,1,2,,2,1,4111804,,,2,,,,3,4,4,5,5,5,4,4,4,3,4,6,2,1,5,1,3,3,4.4,4
정치외교학,28,,,,,,0,2,,2,,2,10,2,2,2,1,,1,2,,,,1,2,2,2,5,3,3,5,5,5,5,5,5,5,4,5,2,1,1,3,3,3,3.8,3
정치외교학,24,2,230,4,5,2,,1,경영대학 경영학과,2,,8,,2,2,2,2,,1,2,,,,2,,,,5,5,5,5,5,5,4,5,4,3,3,8,2,3,5,4,4,3,3.5,5
정치외교학,27,2,250,4,1,1,,1,경영대학 경영학부,2,,2,6,1,2,1,1,930,1,1,2039800,4149200,4111804,1,2,2,1,5,4,3,4,5,5,5,5,5,5,5,6,2,4,5,3,4,3,4,5
정치외교학,24,,,,,,0,2,,2,,1,,2,2,2,2,850,1,1,4149200,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,2,2,5,1,4,3,4.4,4
정치외교학,26,2,163,3,1,2,,2,,2,,1,1,1,2,1,2,780,1,1,4079900,4111804,3003900,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,7,2,4,7,3,4,3,3.5,5
정치외교학,27,2,170,1,1,1,,2,,2,,2,4,2,2,1,2,800,1,1,4111804,,,1,2,2,1,4,5,1,1,2,4,5,5,3,2,3,7,2,4,7,1,4,3,3.4,5
정치외교학,26,2,170,4,1,2,,1,프랑스어과,2,,1,4,2,2,1,1,870,1,2,,,,2,,,,4,5,4,5,5,5,5,5,4,2,4,6,2,1,5,3,4,3,4.2,4
정치외교학,25,,,,,,4,2,,2,,1,1,2,2,1,2,705,1,2,,,,1,1,2,1,4,4,2,4,5,5,5,3,4,3,3,7,2,2,6,1,5,3,3,2
정치외교학,25,,,,,,,1,국제통상학부,2,,1,2,1,2,1,1,900,1,2,,,,2,,,,5,5,4,5,5,5,5,5,3,4,5,7,2,3,5,1,5,3,4,3
행정학,29,,,,,,,2,,1,서양사학과,2,6,2,1,1,2,925,2,2,,,,2,,,,5,5,5,4,4,4,3,4,3,3,4,6,2,2,6,1,1,2,3.8,4
행정학,24,2,210,5,4,2,,2,,2,,8,,2,2,2,2,780,1,2,,,,2,,,,5,5,5,4,5,5,5,5,3,3,3,8,2,3,6,4,1,3,4.1,4
행정학,31,,,,,,,2,,2,,2,11,1,2,1,2,760,1,2,,,,1,2,2,1,4,3,3,3,3,5,4,4,3,2,3,8,2,3,6,1,1,3,3.8,4
행정학,28,2,300,4,4,2,,1,스포츠과학과,2,,2,5,1,2,1,2,,1,2,,,,1,1,1,1,4,4,3,4,3,4,4,4,3,5,4,7,2,4,6,1,1,3,3.9,4
행정학,27,2,250,4,3,2,,2,,2,,3,7,2,2,2,2,,2,2,,,,2,,,,4,5,4,4,5,5,5,4,4,4,4,5,2,1,6,3,1,3,3.8,4
행정학,27,2,220,2,4,2,,2,,2,,1,3,1,2,1,2,850,1,2,,,,1,2,2,2,5,4,2,3,4,5,4,5,3,4,4,7,2,1,6,1,1,3,3.8,4
행정학,26,,,,,,,2,,2,,1,4,2,2,2,2,945,1,2,,,,1,2,2,2,4,4,3,4,4,4,4,4,3,4,4,7,2,5,3,1,1,3,3.5,2
행정학,25,2,230,3,2,2,,2,,2,,1,3,2,2,1,2,,1,2,,,,1,2,2,1,4,3,2,2,4,4,4,4,3,4,3,7,2,4,5,1,1,3,3.5,3
행정학,28,2,200,4,2,2,,1,경영대학 경영학과,2,,1,5,1,2,1,2,890,2,1,4111804,,,2,,,,4,4,3,2,3,5,4,5,3,5,5,6,2,3,4,1,1,3,3.7,2
행정학,26,,,,,,0,2,,2,,2,5,1,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,1,1,7,1,1,3,3.8,4
행정학,26,2,50,3,3,2,,1,미디어문학과,2,,2,5,2,2,1,2,,1,1,3007600,3005505,4079900,1,1,2,2,4,5,1,5,5,3,5,5,2,5,3,5,2,4,5,1,2,3,3.8,4
행정학,27,2,165,3,3,1,,2,,2,,2,6,2,2,1,2,,1,1,3005506,,,1,2,2,1,4,4,2,4,4,4,4,4,4,4,4,8,2,3,5,3,2,3,3,4
행정학,29,1,50,3,3,2,,2,,2,,2,8,1,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,8,2,4,4,3,2,3,4,3
행정학,24,2,150,2,2,2,,2,,2,,1,,2,2,1,2,,2,1,4111804,,,2,,,,4,4,3,4,5,5,3,3,3,4,3,7,2,3,4,1,2,3,4.3,4
행정학,27,2,215,4,2,2,,2,,2,,2,6,2,2,1,2,,1,2,,,,1,1,1,2,4,4,1,4,4,4,3,3,3,4,1,4,2,3,2,1,2,3,3.7,2
행정학,28,,,,,,,2,,2,,1,6,2,2,1,2,,2,1,4111804,,,1,2,2,2,5,5,5,4,4,4,4,4,3,3,3,9,2,1,4,3,3,3,3.5,4
행정학,24,2,200,3,2,2,,2,,2,,1,3,2,2,1,2,860,2,2,,,,1,2,2,2,5,4,3,4,4,4,4,5,5,4,4,7,2,2,4,1,3,3,4.3,4
행정학,26,,,,,,,1,법학과,2,,1,4,2,2,1,2,,1,1,4149200,3000401,,2,,,,5,4,3,4,4,5,5,5,3,5,3,7,2,3,5,1,3,3,3.5,4
행정학,60,,,,,,,2,,2,,2,,2,2,2,2,,2,1,2035200,,,1,2,2,2,2,4,4,4,4,4,5,5,4,5,5,8,2,5,7,3,3,2,3.7,5
행정학,25,,,,,,,2,,2,,1,,1,2,2,2,,1,1,4111804,,,2,,,,5,4,2,3,4,5,4,5,3,3,3,7,2,3,3,1,4,3,3.8,3
행정학,25,,,,,,,2,,2,,2,4,2,2,1,2,630,1,2,,,,2,,,,4,5,4,4,4,3,2,4,2,4,3,8,2,2,5,3,4,3,3.5,4
행정학,26,,,,,,,2,,2,,7,2,2,1,2,2,915,1,2,,,,2,,,,5,4,4,4,5,4,5,3,3,2,4,7,1,4,6,4,4,3,4.4,4
행정학,27,,,,,,0,1,경영전공,2,,2,6,1,2,1,2,925,2,1,4111804,2017600,4149200,1,2,2,2,4,4,4,4,4,5,4,4,4,4,4,7,2,1,4,1,4,3,4.1,4
행정학,25,2,220,2,3,2,,2,,2,,1,2,2,2,1,1,,2,1,4111804,,,1,2,1,1,5,5,5,4,4,4,5,5,4,3,5,7,2,4,6,1,4,3,3.5,5
행정학,24,2,194,2,1,2,,2,,2,,1,,2,2,1,2,680,1,1,3006403,4111804,2085100,1,1,1,1,5,3,2,5,5,5,5,5,5,5,5,7,2,2,4,1,4,3,3.5,3
행정학,26,2,300,4,4,2,,2,,2,,2,4,2,2,1,2,,1,1,5010503,,,2,,,,4,5,4,3,4,5,4,5,5,5,4,5,2,3,6,3,5,3,3.5,5
행정학,29,2,400,2,1,2,,2,,2,,2,11,2,2,1,2,,1,1,1014300,,,2,,,,5,5,3,5,5,5,4,4,4,3,4,6,1,4,3,1,5,3,3.6,4
행정학,25,2,200,3,3,2,,2,,2,,1,,2,2,2,2,,2,1,2039800,4079900,,2,,,,4,4,4,4,4,4,4,4,4,4,4,9,2,3,6,3,5,1,4,5
행정학,29,,,,,,,2,,2,,2,1,1,2,1,2,,2,1,3003900,3006401,2037900,1,2,2,2,5,5,3,5,5,5,5,5,5,5,5,9,2,4,4,1,5,3,2.2,4
행정학,28,2,200,4,3,2,,2,,2,,2,9,2,2,1,2,,2,2,,,,2,,,,4,4,5,5,5,5,4,5,5,5,5,7,2,2,6,3,5,3,3.5,4
행정학,27,,,,,,3,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,5,2,1,4,3,5,3,3.6,3
행정학,24,,,,,,,2,,2,,1,,2,1,2,1,,2,2,,,,2,,,,5,3,4,4,4,5,4,4,3,2,4,7,2,3,5,4,5,3,3.9,2
행정학,25,2,193,3,2,2,,2,,2,,1,1,1,2,2,2,,1,2,,,,2,,,,4,5,4,5,5,5,5,5,3,5,4,6,2,2,5,3,5,3,3,3
행정학,31,2,230,4,2,2,,2,,2,,2,2,1,2,2,2,,2,2,,,,2,,,,4,4,5,5,4,5,4,5,4,4,5,6,2,1,5,1,5,3,3.4,4
교육학,26,2,250,2,2,2,,2,,1,경영학과(경영대학),2,4,1,2,2,2,,1,2,,,,1,2,1,1,5,4,1,2,3,5,4,3,3,3,5,7,2,3,4,1,1,3,4,3
교육학,28,,,,,,1,1,경제학과,2,,2,6,1,2,1,2,940,1,1,5010500,3000200,,1,2,2,2,4,4,3,5,4,4,3,3,3,3,2,7,2,2,3,1,1,3,4,4
교육학,25,2,210,3,3,2,,1,경영학과(경영대학),2,,1,2,2,2,2,2,830,2,1,1014800,,,2,,,,5,4,2,4,4,4,4,4,3,3,3,6,2,3,5,1,1,3,3.5,4
교육학,26,2,400,4,1,1,,1,경영경제학부 경영학전공,2,,1,2,2,2,1,1,970,1,1,2024400,,,1,2,1,1,5,2,1,4,5,5,5,4,4,4,5,5,2,4,5,1,1,3,4.1,5
교육학,26,2,190,2,1,2,,1,행정학과,2,,1,6,2,2,1,2,,1,1,2060200,2060900,,1,2,2,1,5,4,2,4,4,5,4,4,4,5,4,7,2,4,2,1,1,3,3.9,3
교육학,27,,,,,,0,2,,2,,2,6,1,2,1,2,815,1,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,5,1,6,6,1,1,3,3.5,4
교육학,26,2,205,4,1,2,,2,,2,,1,,1,2,2,1,990,1,2,,,,1,2,2,1,4,5,2,4,4,5,4,3,2,4,4,7,2,4,5,1,1,3,3.5,4
교육학,26,,,,,,,2,,2,,1,,1,2,1,2,,1,1,1014800,,,1,2,2,2,4,5,4,4,4,4,4,4,3,4,4,7,2,2,6,1,1,3,3.7,3
교육학,28,2,500,3,4,2,,1,경영대학 경영학과,2,,2,7,2,1,1,2,,1,1,4111804,2116600,,1,2,2,2,4,4,4,5,4,4,4,4,4,3,5,6,2,4,5,3,1,3,3.9,4
교육학,26,2,183,2,3,2,,2,,2,,3,6,2,2,1,2,,2,1,5011500,,,2,,,,4,4,3,4,4,5,4,3,3,3,3,6,1,5,5,3,1,3,3,4
교육학,24,,,,,,,2,,2,,1,,1,1,1,1,500,2,1,5010500,,,2,,,,4,4,4,5,5,4,4,5,2,4,4,5,2,1,6,3,2,3,3.8,4
교육학,24,2,270,3,4,1,,1,국어국문학과,2,,1,,2,2,1,2,,1,1,1014800,,,2,,,,4,5,4,5,5,5,5,5,2,3,4,7,2,3,5,1,2,3,4.3,5
교육학,25,,,,,,0,1,영어교육과,2,,1,1,2,2,1,2,,1,1,4149200,2116600,1014800,2,,,,4,4,3,2,5,5,5,5,3,4,4,7,2,3,5,1,3,3,3.9,2
교육학,24,,,,,,,1,국어교육과,2,,1,,2,2,1,2,,1,1,4149200,,,2,,,,4,5,4,4,4,5,4,4,4,3,5,5,2,1,7,1,3,3,3,5
교육학,45,2,400,3,2,2,,2,,2,,1,,2,2,2,2,,2,1,1012200,1010901,,2,,,,4,5,5,5,3,4,4,4,3,4,4,6,2,3,4,3,4,3,4.4,4
교육학,49,2,100,4,3,2,,2,,2,,1,,2,1,2,2,,2,1,1010901,1016800,1012700,2,,,,4,5,5,5,5,4,4,5,3,3,5,5,2,3,6,3,4,3,4.3,4
